"Notes"	"Occurrence State"	"Occurrence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"South Carolina"	"45"	"Sep., 2019"	"2019/09"	92	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2019"	"2019/10"	92	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2019"	"2019/11"	97	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2019"	"2019/12"	103	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2020"	"2020/01"	103	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2020"	"2020/02"	103	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2020"	"2020/03"	144	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2020"	"2020/04"	142	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2020"	"2020/05"	166	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2020"	"2020/06"	155	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2020"	"2020/07"	149	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2020"	"2020/08"	153	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2020"	"2020/09"	139	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2020"	"2020/10"	116	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2020"	"2020/11"	136	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2020"	"2020/12"	137	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2021"	"2021/01"	154	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2021"	"2021/02"	126	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2021"	"2021/03"	173	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2021"	"2021/04"	209	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2021"	"2021/05"	175	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2021"	"2021/06"	175	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2021"	"2021/07"	178	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2021"	"2021/08"	172	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2021"	"2021/09"	197	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2021"	"2021/10"	180	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2021"	"2021/11"	158	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2021"	"2021/12"	174	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2022 (provisional)"	"2022/01"	191	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2022 (provisional)"	"2022/02"	186	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2022 (provisional)"	"2022/03"	178	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2022 (provisional)"	"2022/04"	161	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2022 (provisional)"	"2022/05"	158	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2022 (provisional)"	"2022/06"	186	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2022 (provisional)"	"2022/07"	206	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2022 (provisional)"	"2022/08"	180	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2022 (provisional)"	"2022/09"	175	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2022 (provisional)"	"2022/10"	167	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2022 (provisional)"	"2022/11"	187	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2022 (provisional)"	"2022/12"	211	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2023 (provisional)"	"2023/01"	170	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2023 (provisional)"	"2023/02"	159	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2023 (provisional)"	"2023/03"	117	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2018"	"2018/01"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2018"	"2018/02"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2018"	"2018/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2018"	"2018/04"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2018"	"2018/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2018"	"2018/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2018"	"2018/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2018"	"2018/08"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2018"	"2018/09"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2018"	"2018/10"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2018"	"2018/11"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2018"	"2018/12"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2019"	"2019/01"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2019"	"2019/02"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2019"	"2019/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2019"	"2019/04"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2019"	"2019/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2019"	"2019/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2019"	"2019/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2019"	"2019/08"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2019"	"2019/09"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2019"	"2019/10"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2019"	"2019/11"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2019"	"2019/12"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2020"	"2020/01"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2020"	"2020/04"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2020"	"2020/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2020"	"2020/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2020"	"2020/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2020"	"2020/08"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2020"	"2020/09"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2020"	"2020/10"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2020"	"2020/11"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2020"	"2020/12"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2021"	"2021/01"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2021"	"2021/02"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2021"	"2021/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2021"	"2021/04"	10	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2021"	"2021/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2021"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2021"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2021"	"2021/08"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2021"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2021"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2021"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2021"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2022 (provisional)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2022 (provisional)"	"2022/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2022 (provisional)"	"2022/04"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2022 (provisional)"	"2022/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2022 (provisional)"	"2022/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2022 (provisional)"	"2022/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2022 (provisional)"	"2022/08"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2022 (provisional)"	"2022/09"	11	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2022 (provisional)"	"2022/10"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2022 (provisional)"	"2022/11"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2022 (provisional)"	"2022/12"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2023 (provisional)"	"2023/01"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2023 (provisional)"	"2023/02"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2023 (provisional)"	"2023/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2018"	"2018/01"	125	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2018"	"2018/02"	141	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2018"	"2018/03"	148	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2018"	"2018/04"	143	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2018"	"2018/05"	152	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2018"	"2018/06"	130	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2018"	"2018/07"	149	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2018"	"2018/08"	140	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2018"	"2018/09"	137	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2018"	"2018/10"	133	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2018"	"2018/11"	148	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2018"	"2018/12"	149	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2019"	"2019/01"	166	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2019"	"2019/02"	127	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2019"	"2019/03"	165	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2019"	"2019/04"	163	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2019"	"2019/05"	167	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2019"	"2019/06"	179	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2019"	"2019/07"	174	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2019"	"2019/08"	155	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2019"	"2019/09"	166	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2019"	"2019/10"	177	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2019"	"2019/11"	181	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2019"	"2019/12"	172	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2020"	"2020/01"	192	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2020"	"2020/02"	164	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2020"	"2020/03"	232	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2020"	"2020/04"	244	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2020"	"2020/05"	339	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2020"	"2020/06"	288	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2020"	"2020/07"	260	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2020"	"2020/08"	258	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2020"	"2020/09"	227	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2020"	"2020/10"	258	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2020"	"2020/11"	232	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2020"	"2020/12"	231	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2021"	"2021/01"	311	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2021"	"2021/02"	279	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2021"	"2021/03"	328	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2021"	"2021/04"	345	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2021"	"2021/05"	316	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2021"	"2021/06"	316	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2021"	"2021/07"	300	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2021"	"2021/08"	316	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2021"	"2021/09"	321	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2021"	"2021/10"	321	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2021"	"2021/11"	297	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2021"	"2021/12"	275	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2022 (provisional)"	"2022/01"	264	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2022 (provisional)"	"2022/02"	305	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2022 (provisional)"	"2022/03"	354	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2022 (provisional)"	"2022/04"	300	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2022 (provisional)"	"2022/05"	275	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2022 (provisional)"	"2022/06"	281	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2022 (provisional)"	"2022/07"	327	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2022 (provisional)"	"2022/08"	269	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2022 (provisional)"	"2022/09"	331	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2022 (provisional)"	"2022/10"	328	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2022 (provisional)"	"2022/11"	326	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2022 (provisional)"	"2022/12"	351	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2023 (provisional)"	"2023/01"	285	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2023 (provisional)"	"2023/02"	272	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2023 (provisional)"	"2023/03"	193	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2018"	"2018/01"	208	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2018"	"2018/02"	218	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2018"	"2018/03"	198	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2018"	"2018/04"	217	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2018"	"2018/05"	211	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2018"	"2018/06"	241	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2018"	"2018/07"	245	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2018"	"2018/08"	247	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2018"	"2018/09"	237	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2018"	"2018/10"	192	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2018"	"2018/11"	195	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2018"	"2018/12"	188	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2019"	"2019/01"	210	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2019"	"2019/02"	169	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2019"	"2019/03"	245	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2019"	"2019/04"	216	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2019"	"2019/05"	224	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2019"	"2019/06"	215	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2019"	"2019/07"	259	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2019"	"2019/08"	256	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2019"	"2019/09"	213	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2019"	"2019/10"	244	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2019"	"2019/11"	246	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2019"	"2019/12"	248	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2020"	"2020/01"	269	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2020"	"2020/02"	240	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2020"	"2020/03"	263	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2020"	"2020/04"	311	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2020"	"2020/05"	326	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2020"	"2020/06"	327	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2020"	"2020/07"	375	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2020"	"2020/08"	401	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2020"	"2020/09"	310	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2020"	"2020/10"	280	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2020"	"2020/11"	294	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2020"	"2020/12"	342	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2021"	"2021/01"	362	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2021"	"2021/02"	336	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2021"	"2021/03"	443	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2021"	"2021/04"	403	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2021"	"2021/05"	388	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2021"	"2021/06"	393	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2021"	"2021/07"	405	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2021"	"2021/08"	400	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2021"	"2021/09"	388	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2021"	"2021/10"	313	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2021"	"2021/11"	358	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2021"	"2021/12"	342	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2022 (provisional)"	"2022/01"	368	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2022 (provisional)"	"2022/02"	422	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2022 (provisional)"	"2022/03"	413	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2022 (provisional)"	"2022/04"	398	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2022 (provisional)"	"2022/05"	418	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2022 (provisional)"	"2022/06"	448	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2022 (provisional)"	"2022/07"	481	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2022 (provisional)"	"2022/08"	447	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2022 (provisional)"	"2022/09"	442	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2022 (provisional)"	"2022/10"	385	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2022 (provisional)"	"2022/11"	368	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2022 (provisional)"	"2022/12"	451	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2023 (provisional)"	"2023/01"	380	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2023 (provisional)"	"2023/02"	357	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2023 (provisional)"	"2023/03"	213	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2018"	"2018/01"	43	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2018"	"2018/02"	48	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2018"	"2018/03"	44	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2018"	"2018/04"	50	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2018"	"2018/05"	48	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2018"	"2018/06"	47	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2018"	"2018/07"	49	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2018"	"2018/08"	47	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2018"	"2018/09"	38	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2018"	"2018/10"	29	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2018"	"2018/11"	33	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2018"	"2018/12"	34	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2019"	"2019/01"	45	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2019"	"2019/02"	41	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2019"	"2019/03"	36	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2019"	"2019/04"	36	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2019"	"2019/05"	26	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2019"	"2019/06"	42	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2019"	"2019/07"	44	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2019"	"2019/08"	34	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2019"	"2019/09"	34	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2019"	"2019/10"	38	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2019"	"2019/11"	45	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2019"	"2019/12"	36	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2020"	"2020/01"	38	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2020"	"2020/02"	31	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2020"	"2020/03"	29	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2020"	"2020/04"	46	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2020"	"2020/05"	39	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2020"	"2020/06"	36	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2020"	"2020/07"	64	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2020"	"2020/08"	53	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2020"	"2020/09"	36	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2020"	"2020/10"	49	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2020"	"2020/11"	39	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2020"	"2020/12"	40	Not Applicable	Not Applicable
